feature,rf_importance,f_score,mutual_info,rf_importance_norm,f_score_norm,mutual_info_norm,combined_score
pose_limb_left_foot_dist,0.009480512031364833,4.511955363003318,0.012067956453703177,0.12597431607923143,0.0070388096515547624,0.2630483149600984,0.13202048023029486
pose_limb_right_hand_dist,0.013985729515147143,7.089384479239742,0.009117954369796122,0.18583834973374785,0.011346874437870472,0.19874636953317337,0.13197719790159723
pose_limb_left_hand_y,0.014185947767925597,0.3007761353393779,0.00941707577851747,0.18849879226859198,0.0,0.20526639492724053,0.13125506239861084
pose_limb_right_hand_y,0.013243061871212509,3.355763075389168,0.009558889396915848,0.17596999576622793,0.005106282681519778,0.2083575424219467,0.12981127362323147
pose_limb_right_hand_x,0.009767253146023506,5.025097756226331,0.010504856677490126,0.1297844495078288,0.00789650566371041,0.22897703173789405,0.1222193289698111
pose_angle_left_elbow,0.015713950937411934,9.867140179635404,0.005778237142440412,0.20880245873788372,0.015989776716919837,0.12594970404391795,0.11691397983290717
pose_stability,0.013338409804228773,5.04705266747113,0.00644485383348159,0.17723695166603104,0.007933202378054395,0.14048011753814707,0.10855009052741083
pose_angle_right_elbow,0.012768114444155054,2.8251450787698165,0.006815844206904176,0.1696590310103992,0.004219376930428104,0.14856668902766243,0.10748169898949657
geo_leg_length,0.01152875043509727,8.152827261085466,0.0057142649078858465,0.15319071865577713,0.01312437449475698,0.12455528498312933,0.09695679271122115
pose_limb_left_hand_x,0.009259353096953506,1.4427474075309386,0.0067157303627320974,0.1230356197920365,0.0019087571385460124,0.14638448211345353,0.09044295301467868
pose_limb_left_hand_dist,0.010733506116702174,3.254951921804521,0.005641233524994016,0.14262374096572356,0.004937781061789475,0.12296340136284938,0.09017497446345413
geo_body_symmetry,0.007247128443759417,14.02420072035459,0.006205157402103811,0.09629775757053777,0.022938129250550526,0.13525539348335275,0.084830426768147
geo_arm_span,0.007169593479248562,0.6514831268832755,0.006273134706055616,0.09526749527097332,0.0005861920434852402,0.1367371120600357,0.07753026645816476
temporal_periodicity,0.001556319408790943,41.04257817244464,0.0042143503775695645,0.02067992450984192,0.06809821522595028,0.09186126662985679,0.06021313545521633
temporal_frequency,0.0024933953597218515,2.4706340435204766,0.0016390302569706527,0.03313152012432713,0.003626826587259747,0.03572635921572673,0.024161568642437865
temporal_duration,0.0,,0.0,0.0,,0.0,
